S_no,Gender,Degree,Specialization,CGPA,marks_12,Company_Placed,Package,Speaking,Extra_Curricular,Internship_Experience,Python,Java,C,CPP,DBMS,OOPS,Data_Structures,SQL,Operating_Systems,Data_Communication_and_Computer_Networks,Machine_Learning,Deep_Learning,Mobile_App_Development,Web_App_Development
200,Female,B.E/B.Tech,CSE,9.08,92.5,Oracle (GBU),16.6,9,8,Yes,8,7,6,6,7,9,9,7,7,5,7,6,8,8
201,Male,B.E/B.Tech,CSE,9.22,91.38,Advance Auto Parts,9,8,5,No,10,8,8,5,8,6,6,7,7,4,7,6,6,8
202,Male,B.E/B.Tech,CSE,7.91,91.6,HD Works,12,10,8,Yes,9,7,8,6,7,8,9,9,9,5,7,8,9,7
203,Female,B.E/B.Tech,CSE,8.04,89.87,Accolite,8,4,4,No,6,5,6,5,5,6,4,6,6,3,5,3,4,6
204,Male,B.E/B.Tech,CSE,9.11,97.6,Advance Auto Parts,9,6,8,No,9,5,7,6,6,8,6,7,9,5,7,6,7,7
205,Male,B.E/B.Tech,CSE,9.1,94.53,Infosys (DSE),5,3,1,No,6,2,5,3,6,5,3,5,5,3,5,3,5,6
206,Female,B.E/B.Tech,CSE,8.69,92.95,Accenture (ASE),4.5,6,2,No,6,3,5,2,4,4,3,5,6,3,5,3,5,2
207,Male,B.E/B.Tech,CSE,9.08,91.97,Care Allianz,11,7,7,Yes,7,9,7,5,8,6,5,6,6,7,7,5,6,7
208,Male,B.E/B.Tech,CSE,7.43,89.28,Micron (EPS),9.1,6,9,No,8,7,7,4,5,5,6,7,7,5,6,6,6,8
209,Male,B.E/B.Tech,CSE,9.35,85.55,Advance Auto Parts,9,9,6,Yes,8,7,9,6,6,7,5,6,5,5,7,6,6,6
210,Male,B.E/B.Tech,CSE,7.94,92.83,TCS,3.6,3,3,No,4,2,5,2,3,4,3,3,1,0,1,1,3,3
211,Female,B.E/B.Tech,CSE,8.19,88.31,Mathworks,15.5,9,6,Yes,7,6,7,6,7,7,7,8,9,5,7,6,6,10
212,Male,B.E/B.Tech,CSE,8.23,93.07,Micron (EPS),9.1,6,5,No,6,5,6,5,6,7,6,7,7,8,7,6,6,6
213,Male,B.E/B.Tech,CSE,9.38,96.16,Micron (EPS),9.1,6,5,Yes,6,5,7,5,7,7,6,7,7,6,7,6,6,6
214,Male,B.E/B.Tech,CSE,8.82,88.27,Oracle (FSGBU),16.6,9,10,Yes,9,7,6,9,8,10,9,8,7,5,7,8,7,8
215,Male,B.E/B.Tech,CSE,9.07,91.74,Micron (ETD),8.1,5,5,No,8,6,6,7,6,5,6,7,8,4,6,6,6,5
216,Male,B.E/B.Tech,CSE,9.22,88,HD Works,12,7,8,Yes,9,6,9,10,8,4,8,7,8,8,7,6,7,10
217,Female,B.E/B.Tech,CSE,9.31,93.86,JP Morgan Chase,14,10,7,Yes,10,9,10,6,7,7,7,8,8,5,8,7,10,8
218,Female,B.E/B.Tech,CSE,8.22,85.14,PwC Acceleration Center,6,5,2,No,5,2,5,3,4,5,3,5,3,1,5,3,3,5
219,Male,B.E/B.Tech,CSE,7.3,92.67,Mathworks,15.5,9,5,Yes,8,8,6,6,7,10,7,10,7,5,8,7,8,8
220,Male,B.E/B.Tech,CSE,9.1,90.32,Wipro,3.6,3,6,No,4,3,4,0,5,8,3,4,3,2,1,4,2,3
221,Female,B.E/B.Tech,CSE,9.39,86.89,Barclays,12.75,9,7,No,7,9,6,8,7,10,7,8,8,5,8,7,9,7
222,Female,B.E/B.Tech,CSE,8.1,88.31,HD Works,12,7,5,Yes,7,8,8,6,7,8,7,6,7,6,7,6,10,8
223,Male,B.E/B.Tech,CSE,7.27,95.69,JP Morgan Chase,14,7,5,Yes,7,7,8,6,9,7,7,10,7,4,6,7,9,7
224,Male,B.E/B.Tech,CSE,7.87,89.51,Care Allianz,11,6,4,No,6,7,9,6,5,9,8,7,10,7,6,6,7,9
225,Female,B.E/B.Tech,CSE,9.14,87.13,Keka,7,4,5,No,5,3,6,3,5,4,3,5,6,3,4,5,5,5
226,Male,B.E/B.Tech,CSE,9.38,87.37,Care Allianz,11,6,5,Yes,8,7,8,6,7,6,8,8,6,3,8,6,8,6
227,Male,B.E/B.Tech,CSE,8.32,85.41,JP Morgan Chase,14,6,6,Yes,8,6,7,10,7,7,7,8,7,8,8,7,10,8
228,Male,B.E/B.Tech,CSE,8.5,94.43,Care Allianz,11,7,3,Yes,7,6,6,5,10,7,6,10,9,4,8,6,6,7
229,Male,B.E/B.Tech,CSE,7.88,92.08,Deloitte (Tax),7.6,4,6,Yes,6,4,6,4,6,7,5,7,6,3,6,4,5,5
230,Female,B.E/B.Tech,CSE,7.66,89.49,Care Allianz,11,7,9,Yes,6,5,7,6,7,6,6,7,6,5,8,6,7,6
231,Male,B.E/B.Tech,CSE,8.41,89.05,Oracle (GBU),16.6,8,10,No,8,7,8,10,9,9,8,7,10,6,9,7,7,9
232,Female,B.E/B.Tech,CSE,7.79,89.81,HD Works,12,7,5,Yes,10,10,10,10,9,6,8,7,10,5,7,6,9,6
233,Male,B.E/B.Tech,CSE,8.78,92.57,Keka,7,5,5,No,4,4,5,4,5,5,4,6,3,3,4,1,5,6
234,Female,B.E/B.Tech,CSE,7.88,87.53,LTI (Level 1),5,4,3,No,5,3,5,3,4,3,5,4,4,4,3,2,0,5
235,Male,B.E/B.Tech,CSE,7.93,97.59,Micron (EPS),9.1,8,8,Yes,7,5,6,7,7,5,6,7,8,3,6,5,7,7
236,Male,B.E/B.Tech,CSE,7.89,91.03,JP Morgan Chase,14,8,8,Yes,9,7,8,10,10,7,6,10,9,6,7,7,8,6
237,Male,B.E/B.Tech,CSE,8.06,93.5,Darwin Box (Internship),13,6,5,Yes,9,7,9,8,6,9,6,10,7,6,7,6,8,7
238,Female,B.E/B.Tech,CSE,7.71,95.78,Micron (EPS),9.1,5,7,No,7,6,6,7,8,10,6,7,8,5,7,6,6,7
239,Male,B.E/B.Tech,CSE,8.76,92.19,Micron (EPS),9.1,6,7,Yes,7,6,6,7,8,9,6,7,8,5,7,6,6,7
240,Male,B.E/B.Tech,CSE,7.23,97.5,Deloitte (Tax),7.6,6,5,No,6,7,8,6,5,6,6,6,5,4,6,5,5,6
241,Male,B.E/B.Tech,CSE,8.86,94.13,Care Allianz,11,10,5,Yes,8,5,8,6,9,6,7,7,8,4,8,6,7,5
242,Female,B.E/B.Tech,CSE,7.64,86.17,Darwin Box (Internship),13,9,8,No,8,5,10,9,8,10,7,9,7,6,8,6,7,8
243,Female,B.E/B.Tech,CSE,7.43,94.57,Care Allianz,11,5,4,Yes,7,8,7,8,7,7,6,9,7,4,6,6,7,7
244,Male,B.E/B.Tech,CSE,7.8,85.67,Mindtree,4,4,3,No,4,0,4,5,4,2,4,3,3,3,2,1,5,4
245,Female,B.E/B.Tech,CSE,9.17,90.28,Accenture (Adv ASE),6.5,5,3,No,6,5,5,3,4,5,6,5,4,4,5,6,4,6
246,Male,B.E/B.Tech,CSE,8.5,97.12,Collins Aerospace (Internship),6.25,6,6,No,6,6,5,5,3,4,4,7,5,3,5,3,6,6
247,Male,B.E/B.Tech,CSE,7.74,90.48,Micron (EPS),9.1,7,6,No,7,5,6,6,6,5,6,5,6,4,5,6,9,7
248,Male,B.E/B.Tech,CSE,7.38,92.15,Capgemini (Sr.Analyst),7.5,5,5,No,8,5,7,5,5,6,6,7,6,5,5,4,3,5
249,Female,B.E/B.Tech,CSE,7.52,91.8,Modak Analytics,6,10,8,No,6,4,6,4,4,5,4,6,5,4,5,5,5,6
250,Female,B.E/B.Tech,CSE,9.06,91.93,Accenture (ASE),4.5,7,2,No,4,5,4,2,4,3,4,4,4,2,0,2,5,3
251,Female,B.E/B.Tech,CSE,8.71,89.14,Micron (ETD),8.1,6,4,No,8,4,6,3,5,6,6,6,6,4,6,5,7,5
252,Male,B.E/B.Tech,CSE,7.69,96.52,Advance Auto Parts,9,7,5,Yes,6,7,8,7,7,6,6,7,6,2,6,7,7,8
253,Male,B.E/B.Tech,CSE,8.84,95.97,Care Allianz,11,6,6,Yes,9,6,6,5,7,6,7,8,7,3,6,6,7,7
254,Female,B.E/B.Tech,CSE,7.3,92.75,Micron (EPS),9.1,8,4,No,6,6,7,8,6,8,8,7,6,5,6,6,6,6
255,Male,B.E/B.Tech,CSE,9.17,95.06,Advance Auto Parts,9,8,5,Yes,8,7,9,4,7,6,5,6,8,4,6,7,6,7
256,Male,B.E/B.Tech,CSE,9.31,87.52,Barclays,12.75,9,5,No,10,8,6,10,6,6,5,7,10,7,6,7,7,6
257,Female,B.E/B.Tech,CSE,8.4,95.58,TCS,3.6,4,3,No,4,4,3,1,4,2,1,3,4,3,3,1,0,3
258,Female,B.E/B.Tech,CSE,9.24,87.31,HD Works,12,6,5,Yes,10,7,9,9,10,8,7,8,7,5,7,6,7,10
259,Male,B.E/B.Tech,CSE,8.29,86.71,PwC Acceleration Center,6,6,1,No,6,1,4,4,5,4,5,6,5,2,4,3,4,5
260,Female,B.E/B.Tech,CSE,8.63,88.76,LTI (Level 2),6.5,5,5,Yes,5,1,6,2,5,7,4,7,3,4,4,3,2,6
261,Male,B.E/B.Tech,CSE,8.95,88.25,PwC Acceleration Center,6,3,3,Yes,5,4,5,2,5,5,5,5,2,4,5,0,4,6
262,Female,B.E/B.Tech,CSE,8.05,91.83,Oracle (FSGBU),16.6,7,6,Yes,7,8,6,6,7,6,6,7,9,5,8,9,10,8
263,Male,B.E/B.Tech,CSE,8.36,95.46,Collins Aerospace (Internship),6.25,5,3,No,5,7,6,1,6,5,2,4,4,1,5,1,6,7
264,Female,B.E/B.Tech,CSE,9.05,93.94,Advance Auto Parts,9,7,5,Yes,9,6,7,5,7,8,8,8,7,4,6,7,7,6
265,Male,B.E/B.Tech,CSE,8.14,93.67,Advance Auto Parts,9,6,7,No,7,9,10,6,7,5,5,6,9,3,6,6,10,7
266,Female,B.E/B.Tech,CSE,8.83,90.91,JP Morgan Chase,14,8,10,Yes,10,6,8,5,7,7,6,6,6,7,8,7,7,10
267,Male,B.E/B.Tech,CSE,8.5,87.22,Mathworks,15.5,8,7,Yes,8,10,10,7,8,7,7,7,8,5,7,6,7,8
268,Male,B.E/B.Tech,CSE,8.04,87.71,JP Morgan Chase,14,8,9,Yes,9,7,8,6,6,7,8,10,6,7,8,6,7,6
269,Male,B.E/B.Tech,CSE,8.48,86.17,Oracle (GBU),16.6,6,8,No,9,8,7,6,10,8,7,9,10,6,8,6,9,7
270,Male,B.E/B.Tech,CSE,7.25,97.2,Mathworks,15.5,7,10,Yes,8,6,8,6,7,7,8,9,6,5,7,6,6,8
271,Male,B.E/B.Tech,CSE,7.93,92.79,Micron (EPS),9.1,10,7,Yes,9,5,7,6,6,6,6,7,8,6,7,6,6,7
272,Female,B.E/B.Tech,CSE,7.75,97.27,Advance Auto Parts,9,8,9,No,9,9,9,9,8,9,7,8,10,7,6,6,7,10
273,Male,B.E/B.Tech,CSE,7.64,87.9,Accenture (ASE),4.5,5,4,No,5,2,5,3,5,3,1,4,1,2,5,1,3,4
274,Male,B.E/B.Tech,CSE,8.03,86.21,Care Allianz,11,8,5,Yes,7,6,7,6,8,7,6,7,6,3,7,6,7,8
275,Female,B.E/B.Tech,CSE,9.36,90.94,Infosys (SE),4,2,2,No,5,3,5,2,3,4,1,3,4,3,3,2,2,3
276,Male,B.E/B.Tech,CSE,7.21,92.02,HD Works,12,7,3,Yes,9,6,8,7,7,10,6,10,9,5,7,6,6,7
277,Male,B.E/B.Tech,CSE,8.65,90.43,Barclays,12.75,7,8,Yes,8,6,10,7,7,9,9,8,7,7,7,6,8,8
278,Male,B.E/B.Tech,CSE,7.7,90.19,Micron (EPS),9.1,8,6,Yes,7,6,10,5,7,6,7,7,7,3,7,5,7,10
279,Female,B.E/B.Tech,CSE,9.39,93.85,Care Allianz,11,6,5,No,7,5,8,5,7,9,8,7,8,5,6,6,6,7
280,Male,B.E/B.Tech,CSE,8.12,91.62,JP Morgan Chase,14,8,6,Yes,8,5,7,10,9,7,9,8,7,5,7,8,9,8
281,Male,B.E/B.Tech,CSE,9.31,93.76,Wipro,3.6,1,4,No,4,1,5,3,3,3,3,5,3,4,0,3,0,4
282,Female,B.E/B.Tech,CSE,8.71,90.52,LTI (Level 1),5,3,5,No,4,4,5,6,5,6,3,5,6,2,4,5,4,5
283,Male,B.E/B.Tech,CSE,8.18,95.36,Micron (EPS),9.1,6,5,Yes,7,8,7,5,7,5,5,8,8,5,8,8,7,6
284,Female,B.E/B.Tech,CSE,8.03,96.6,Barclays,12.75,10,7,Yes,8,7,8,5,9,8,8,8,7,6,9,8,8,9
285,Female,B.E/B.Tech,CSE,8.1,93.62,Darwin Box (Internship),13,6,8,No,9,8,9,9,9,8,8,7,9,6,7,7,9,8
286,Female,B.E/B.Tech,CSE,8.67,90.28,Micron (ETD),8.1,7,7,No,7,5,7,6,6,6,5,7,4,4,6,5,6,4
287,Male,B.E/B.Tech,CSE,8.81,96.94,Oracle (GBU),16.6,9,6,Yes,10,7,9,8,8,6,7,8,7,5,8,7,9,10
288,Female,B.E/B.Tech,CSE,7.92,91.18,Care Allianz,11,7,7,Yes,8,10,9,0,5,8,4,7,9,2,5,6,0,3
289,Male,B.E/B.Tech,CSE,8.13,93.26,Micron (EPS),9.1,5,8,No,8,6,8,7,6,8,9,6,9,5,6,7,7,9
290,Male,B.E/B.Tech,CSE,8.36,91.33,Oracle (FSGBU),16.6,7,6,Yes,7,10,10,8,9,8,9,7,7,7,9,8,9,8
291,Female,B.E/B.Tech,CSE,7.79,90.71,Capgemini (Analyst),4,2,2,No,6,5,4,1,5,5,4,3,5,5,4,4,2,4
292,Male,B.E/B.Tech,CSE,7.74,94.67,Capgemini (Analyst),4,4,5,No,4,1,4,3,4,4,2,4,3,4,4,3,3,4
293,Female,B.E/B.Tech,CSE,8.05,91.92,Micron (EPS),9.1,6,5,No,7,8,8,8,8,7,8,6,6,4,7,5,8,7
294,Female,B.E/B.Tech,CSE,7.72,86.06,Cognizant GenC,5,3,4,Yes,5,4,4,5,5,4,4,3,5,3,3,0,5,5
295,Male,B.E/B.Tech,CSE,8.71,89.43,Infosys (SE),4,5,3,No,3,3,4,0,3,2,3,4,3,2,3,1,2,3
296,Male,B.E/B.Tech,CSE,7.98,96.75,Micron (EPS),9.1,10,4,No,8,7,6,7,6,5,6,8,7,8,8,6,7,6
297,Male,B.E/B.Tech,CSE,8.07,94.76,Accenture (Adv ASE),6.5,6,5,No,6,4,5,4,5,6,5,5,4,3,6,5,5,6
298,Male,B.E/B.Tech,CSE,8.66,86.83,Care Allianz,11,6,7,No,7,8,10,6,8,8,6,8,7,5,6,5,8,8
299,Female,B.E/B.Tech,CSE,7.41,88.77,Micron (EPS),9.1,10,8,Yes,9,8,6,6,6,7,8,7,6,4,7,6,6,6
300,Female,B.E/B.Tech,CSE,9.01,87.34,JP Morgan Chase,14,8,9,Yes,9,8,7,10,8,9,7,7,8,8,6,7,9,10
301,Male,B.E/B.Tech,CSE,9.3,91.37,Deloitte (Tax),7.6,8,5,Yes,5,3,9,3,3,8,3,6,2,6,3,5,5,5
302,Male,B.E/B.Tech,CSE,7.21,85.84,Care Allianz,11,6,2,No,4,1,5,10,8,9,5,9,8,3,8,3,6,3
303,Male,B.E/B.Tech,CSE,9.34,88.26,Mindtree,4,4,2,No,6,6,6,4,5,3,3,4,3,7,2,3,2,2
304,Female,B.E/B.Tech,CSE,8.4,93.27,Oracle (GBU),16.6,6,6,Yes,10,1,6,10,7,10,5,9,5,6,6,1,6,5
305,Male,B.E/B.Tech,CSE,7.47,88.75,Micron (EPS),9.1,6,7,Yes,10,8,5,0,9,10,8,3,7,5,8,5,2,3
306,Female,B.E/B.Tech,CSE,9.02,94.11,Micron (EPS),9.1,3,9,No,8,3,8,5,8,6,9,4,6,6,5,2,1,9
307,Male,B.E/B.Tech,CSE,7.99,85.34,PwC Acceleration Center,6,9,9,No,8,2,5,5,5,3,5,6,2,2,6,0,3,4
308,Female,B.E/B.Tech,CSE,7.27,92.18,Oracle (GBU),16.6,3,9,Yes,5,4,10,8,5,4,7,7,6,5,4,5,0,9
309,Male,B.E/B.Tech,CSE,7.97,96.6,Infosys (DSE),5,1,2,No,5,8,9,0,5,10,6,8,5,5,6,3,4,7
310,Female,B.E/B.Tech,CSE,7.54,85.83,Accenture (Adv ASE),6.5,0,3,Yes,7,10,10,0,6,7,1,4,8,5,5,0,2,5
311,Male,B.E/B.Tech,CSE,8.88,91.69,JP Morgan Chase,14,8,4,Yes,7,3,5,10,4,7,4,9,3,5,3,5,7,4
312,Male,B.E/B.Tech,CSE,7.88,93.82,Keka,7,4,2,Yes,9,3,6,5,3,10,3,3,8,0,0,2,8,2
313,Female,B.E/B.Tech,CSE,9.39,92.03,Micron (EPS),9.1,6,7,No,10,7,9,6,4,9,2,10,4,2,1,2,10,9
314,Male,B.E/B.Tech,CSE,9.2,94.32,Oracle (FSGBU),16.6,1,1,Yes,8,1,9,8,8,4,3,5,7,7,7,6,6,8
315,Female,B.E/B.Tech,CSE,7.48,95.19,Care Allianz,11,8,4,No,10,5,4,9,8,7,3,7,9,6,6,3,4,4
316,Female,B.E/B.Tech,CSE,7.96,96.24,TCS,3.6,2,7,Yes,7,0,5,0,2,6,7,9,6,0,1,1,2,3
317,Female,B.E/B.Tech,CSE,8.21,90.4,Oracle (GBU),16.6,10,10,Yes,8,5,5,7,8,2,7,10,6,3,8,0,2,2
318,Male,B.E/B.Tech,CSE,7.44,90.92,Micron (EPS),9.1,5,6,Yes,5,8,4,9,3,4,6,7,7,0,2,2,7,5
319,Female,B.E/B.Tech,CSE,7.93,91.6,Infosys (DSE),5,4,10,No,5,1,9,6,7,8,4,4,3,3,6,1,10,4
320,Male,B.E/B.Tech,CSE,9.22,89.06,Advance Auto Parts,9,8,2,No,9,10,6,9,8,4,7,4,5,1,0,1,10,9
321,Female,B.E/B.Tech,CSE,7.85,86.68,Advance Auto Parts,9,9,8,Yes,8,6,6,8,5,4,9,8,4,1,0,4,0,7
322,Male,B.E/B.Tech,CSE,8.57,86.34,Advance Auto Parts,9,0,9,No,8,0,9,7,3,7,9,6,10,6,5,6,2,9
323,Female,B.E/B.Tech,CSE,7.51,95.23,Accolite,8,4,6,No,4,2,10,8,8,8,3,4,9,2,1,1,5,9
324,Female,B.E/B.Tech,CSE,8.61,93.34,Mathworks,15.5,10,10,Yes,5,3,5,10,6,6,3,6,10,0,0,4,3,9
325,Female,B.E/B.Tech,CSE,8.64,97.46,Oracle (GBU),16.6,8,6,Yes,6,9,8,6,8,3,6,5,10,8,1,1,3,4
326,Female,B.E/B.Tech,CSE,9.06,92.12,Care Allianz,11,9,9,Yes,7,10,5,1,3,5,1,4,8,2,1,6,8,4
327,Male,B.E/B.Tech,CSE,7.48,96.64,Micron (ETD),8.1,5,7,No,8,9,10,0,8,6,2,7,3,5,4,4,4,2
328,Female,B.E/B.Tech,CSE,7.39,89.02,Advance Auto Parts,9,10,3,Yes,4,5,7,0,7,2,9,9,1,7,3,4,8,5
329,Male,B.E/B.Tech,CSE,7.38,94.81,Collins Aerospace (Internship),6.25,2,8,No,9,4,5,1,5,10,3,7,5,7,6,6,0,7
330,Male,B.E/B.Tech,CSE,8.68,86.46,Oracle (FSGBU),16.6,0,5,Yes,7,10,9,6,6,3,6,8,6,5,6,5,8,4
331,Male,B.E/B.Tech,CSE,9.05,95.51,LTI (Level 2),6.5,0,5,Yes,7,6,6,10,4,8,1,3,2,2,8,3,6,4
332,Female,B.E/B.Tech,CSE,8.7,95.06,Advance Auto Parts,9,7,2,Yes,4,3,10,0,7,8,5,6,8,0,5,1,8,8
333,Female,B.E/B.Tech,CSE,7.26,94.58,Advance Auto Parts,9,5,0,Yes,9,5,8,10,3,2,8,3,8,8,7,0,7,2
334,Male,B.E/B.Tech,CSE,7.96,88.75,Care Allianz,11,4,10,No,4,6,8,7,4,3,3,5,9,6,1,5,8,8
335,Male,B.E/B.Tech,CSE,8.65,93.24,Advance Auto Parts,9,2,4,Yes,7,10,7,9,6,3,1,3,9,8,0,3,0,9
336,Female,B.E/B.Tech,CSE,8.46,87.01,Darwin Box (Internship),13,0,6,No,9,4,7,2,4,5,9,9,8,6,6,6,9,10
337,Female,B.E/B.Tech,CSE,8.19,86.48,Advance Auto Parts,9,4,5,Yes,6,1,5,5,3,9,4,5,3,6,5,4,10,9
338,Male,B.E/B.Tech,CSE,8.06,92.47,Mathworks,15.5,5,5,Yes,10,2,4,1,8,4,8,9,9,0,2,3,10,10
339,Female,B.E/B.Tech,CSE,8.91,89.2,TCS,3.6,2,6,No,4,2,8,6,5,2,5,4,5,3,4,0,5,2
340,Male,B.E/B.Tech,CSE,9.17,89.82,TCS,3.6,1,6,No,6,1,9,3,8,6,8,3,4,0,0,2,2,6
341,Female,B.E/B.Tech,CSE,7.47,88.43,Accenture (ASE),4.5,6,8,No,5,3,6,6,4,2,3,8,3,1,5,6,3,7
342,Female,B.E/B.Tech,CSE,8.84,89.56,Care Allianz,11,0,8,Yes,9,5,10,1,2,2,4,7,7,4,0,4,7,9
343,Female,B.E/B.Tech,CSE,9.05,87.43,Accenture (Adv ASE),6.5,4,2,Yes,9,7,4,7,6,7,6,6,3,0,8,0,0,3
344,Male,B.E/B.Tech,CSE,8.86,90.62,Mathworks,15.5,10,0,No,10,1,7,9,9,7,7,5,5,3,7,6,9,8
345,Female,B.E/B.Tech,CSE,7.28,89.34,HD Works,12,0,9,No,4,8,8,4,5,7,3,9,10,7,6,6,10,9
346,Male,B.E/B.Tech,CSE,7.49,96.46,Modak Analytics,6,2,0,No,9,10,7,5,8,8,5,6,2,0,8,0,8,3
347,Male,B.E/B.Tech,CSE,8.47,89.06,Care Allianz,11,6,0,No,9,10,10,1,10,5,6,6,9,0,6,2,6,3
348,Female,B.E/B.Tech,CSE,8.36,85.79,Micron (ETD),8.1,6,1,Yes,8,1,6,1,5,6,3,10,4,0,2,6,2,9
349,Female,B.E/B.Tech,CSE,9.24,92.44,Micron (EPS),9.1,2,7,Yes,4,2,6,9,4,7,4,8,7,0,3,6,8,3
350,Male,B.E/B.Tech,CSE,7.3,92.01,Advance Auto Parts,9,5,5,Yes,8,5,5,9,4,9,5,4,1,2,2,6,7,8
351,Male,B.E/B.Tech,CSE,8.72,91.05,Oracle (GBU),16.6,9,9,Yes,8,7,6,1,9,4,4,3,4,2,8,1,6,9
352,Male,B.E/B.Tech,CSE,9.17,90.04,Capgemini (Sr.Analyst),7.5,8,3,Yes,8,0,6,4,7,7,4,4,1,7,6,6,0,3
353,Male,B.E/B.Tech,CSE,7.92,91.08,Modak Analytics,6,6,2,Yes,7,3,7,5,3,4,3,5,10,0,4,4,1,6
354,Male,B.E/B.Tech,CSE,9.32,89.43,JP Morgan Chase,14,1,10,Yes,8,0,6,7,10,3,5,9,8,7,6,0,5,9
355,Female,B.E/B.Tech,CSE,8.47,86.53,Micron (EPS),9.1,5,8,Yes,5,9,5,5,3,9,7,10,1,1,4,0,4,9
356,Female,B.E/B.Tech,CSE,7.63,91.96,LTI (Level 1),5,5,4,No,6,2,7,3,2,2,5,7,10,0,8,6,9,4
357,Female,B.E/B.Tech,CSE,7.63,92.35,Micron (EPS),9.1,9,7,Yes,10,6,4,0,5,9,8,5,7,4,0,0,0,6
358,Female,B.E/B.Tech,CSE,7.89,87.49,Cognizant GenC,5,2,10,No,7,5,10,5,2,8,4,8,1,5,0,1,4,10
359,Female,B.E/B.Tech,CSE,8.87,88.26,Advance Auto Parts,9,8,5,No,4,9,6,2,8,7,2,3,10,7,8,2,5,9
360,Female,B.E/B.Tech,CSE,8.32,90.63,TCS,3.6,5,2,No,8,2,10,2,3,3,4,4,4,1,5,2,10,9
361,Male,B.E/B.Tech,CSE,8.42,92.1,Capgemini (Sr.Analyst),7.5,1,10,No,9,10,7,4,6,5,7,9,9,0,0,0,2,6
362,Male,B.E/B.Tech,CSE,7.39,94.47,Care Allianz,11,0,6,No,8,8,9,10,4,6,4,9,8,1,5,1,10,3
363,Female,B.E/B.Tech,CSE,7.85,85.79,Cognizant GenC,5,0,5,No,7,8,7,4,10,7,3,7,1,2,5,5,10,4
364,Female,B.E/B.Tech,CSE,7.28,96.7,Micron (EPS),9.1,2,8,Yes,4,8,5,10,7,7,2,5,2,4,2,6,5,10
365,Male,B.E/B.Tech,CSE,8.84,90.58,Barclays,12.75,10,9,Yes,5,2,6,7,6,3,3,7,8,5,6,3,0,8
366,Female,B.E/B.Tech,CSE,8.61,96.48,Capgemini (Analyst),4,2,10,No,6,6,6,1,7,2,8,8,6,0,1,0,6,5
367,Female,B.E/B.Tech,CSE,8.88,91.42,JP Morgan Chase,14,8,9,Yes,5,3,7,10,5,8,7,3,4,3,2,5,8,4
368,Female,B.E/B.Tech,CSE,9.21,96.6,Care Allianz,11,10,6,No,9,1,10,6,8,10,3,7,5,3,3,3,2,5
369,Female,B.E/B.Tech,CSE,8.89,96.52,Deloitte (Tax),7.6,10,0,No,4,2,6,1,9,7,9,3,8,8,5,1,1,4
370,Female,B.E/B.Tech,CSE,8.73,95.94,Wipro,3.6,3,5,No,4,3,6,0,3,3,4,10,2,2,8,2,7,7
371,Male,B.E/B.Tech,CSE,8.56,91.56,Capgemini (Sr.Analyst),7.5,8,8,Yes,6,1,10,6,2,2,9,7,1,8,2,3,0,2
372,Male,B.E/B.Tech,CSE,8.44,89.88,Micron (EPS),9.1,1,9,Yes,4,7,6,5,5,2,9,6,5,6,5,1,0,10
373,Female,B.E/B.Tech,CSE,7.56,85.63,PwC Acceleration Center,6,9,4,No,8,10,7,4,9,5,1,4,3,1,4,6,8,3
374,Female,B.E/B.Tech,CSE,9.14,93.13,Darwin Box (Internship),13,8,6,Yes,10,8,9,8,8,3,1,6,2,7,5,0,8,8
375,Male,B.E/B.Tech,CSE,8.2,94.47,Mathworks,15.5,5,10,Yes,6,5,8,7,5,10,7,3,8,1,7,5,9,8
376,Female,B.E/B.Tech,CSE,7.99,91.88,JP Morgan Chase,14,0,7,Yes,7,5,8,8,8,4,8,6,6,4,8,5,5,7
377,Male,B.E/B.Tech,CSE,7.97,91.1,Micron (EPS),9.1,9,8,Yes,8,9,5,0,6,8,4,3,5,2,1,1,1,9
378,Male,B.E/B.Tech,CSE,8.91,88.96,Oracle (FSGBU),16.6,9,9,Yes,6,6,9,5,8,6,9,9,8,0,0,6,9,4
379,Male,B.E/B.Tech,CSE,8.17,92.27,Infosys (SE),4,4,3,No,5,2,4,4,2,6,3,5,3,5,6,0,8,5
380,Male,B.E/B.Tech,CSE,8.39,85.26,Modak Analytics,6,9,0,No,4,8,7,5,2,10,7,3,8,1,0,3,9,8
381,Male,B.E/B.Tech,CSE,8.66,92.55,Micron (EPS),9.1,6,6,No,10,10,10,0,8,5,7,6,1,5,0,2,8,4
382,Male,B.E/B.Tech,CSE,8.24,91.1,Oracle (GBU),16.6,9,2,Yes,10,9,6,4,6,6,9,5,10,5,3,5,0,6
383,Female,B.E/B.Tech,CSE,7.4,87.46,Infosys (SE),4,2,9,No,6,0,6,1,9,5,1,3,1,3,3,6,3,6
384,Male,B.E/B.Tech,CSE,8.69,93.75,Care Allianz,11,4,8,No,5,8,5,2,8,3,1,10,8,2,7,5,10,7
385,Male,B.E/B.Tech,CSE,7.47,85.54,Cognizant GenC,5,9,4,No,9,8,7,0,10,9,6,3,2,2,8,1,0,8
386,Male,B.E/B.Tech,CSE,8.63,97.05,Mathworks,15.5,10,4,Yes,9,9,7,4,9,8,7,4,5,8,5,3,5,10
387,Female,B.E/B.Tech,CSE,8.98,92.36,HD Works,12,1,2,Yes,6,1,6,5,7,7,9,5,3,7,8,1,10,9
